coating_thickness_um,coating_uniformity_cv,coating_areal_mass,coating_defect_density,calendering_density,calendering_porosity,calendering_force,slitting_edge_burr,slitting_width_accuracy,assembly_winding_tension,assembly_weld_strength,assembly_initial_resistance,fill_electrolyte_volume,fill_seal_pressure,failed_qc
80.94,1.183,21.76,1.04,3.468,30.09,5922.6,1.81,0.0349,15.34,177.6,11.72,15.229,118.8,0
74.9,0.358,21.86,0.24,3.547,29.57,6012.8,2.39,0.0143,15.81,184.2,11.59,14.834,122.5,0
79.1,0.796,21.98,0.44,3.536,28.97,5895.6,2.64,0.0002,15.37,178.3,11.93,15.084,121.1,0
80.39,0.441,22.17,0.67,3.508,30.53,6174.3,0.95,0.0116,14.76,178.3,11.77,14.905,119.7,0
77.6,0.871,22.22,0.39,3.433,31.13,6255.3,2.15,0.0106,14.54,177.1,12.46,14.92,118.2,0
78.05,0.993,21.9,0.24,3.55,29.57,6069.3,2.07,0.0038,14.96,185.7,12.35,14.947,120.2,0
76.02,1.286,22.36,0.38,3.54,29.18,5955.7,2.04,0.0201,15.31,181.4,11.38,14.971,121.7,0
78.27,1.007,22.31,0.41,3.527,30.3,6007.0,3.52,0.0106,15.53,177.0,12.24,15.158,120.6,0
78.01,0.603,21.92,0.09,3.555,29.17,6123.0,3.1,0.0092,15.02,182.6,11.55,15.085,123.3,0
81.07,1.533,22.38,0.84,3.434,30.71,6047.6,1.45,0.0209,14.81,181.7,11.72,14.794,119.0,0
78.74,0.722,22.31,0.5,3.546,29.97,5972.9,1.88,0.0549,14.65,173.2,11.87,15.152,122.4,0
77.38,0.85,22.22,0.67,3.477,29.53,6084.9,2.31,0.0349,14.64,176.1,11.88,15.036,122.2,0
79.34,1.355,20.9,0.34,3.513,28.49,6052.2,2.9,0.0073,15.46,182.5,11.37,14.948,118.2,0
77.27,0.687,22.15,0.66,3.598,30.92,5933.3,2.83,0.0102,14.9,181.7,12.97,14.864,119.4,0
76.98,1.01,21.62,1.12,3.541,29.56,5947.3,1.71,0.0249,14.39,184.3,12.21,14.902,118.2,0
78.5,0.59,22.03,0.26,3.468,29.22,5860.6,1.98,0.0035,15.67,171.5,11.61,14.952,116.7,0
78.94,1.197,21.89,0.4,3.482,31.61,6063.3,2.91,0.0103,15.0,181.6,11.26,14.938,123.1,0
78.8,1.459,21.97,0.7,3.515,29.66,5972.5,3.05,0.0126,15.14,181.4,12.91,15.001,122.3,0
76.2,1.431,22.49,1.0,3.497,29.2,5996.0,3.52,0.0474,15.31,184.9,11.48,15.121,121.1,0
78.88,0.445,21.99,0.06,3.458,30.41,5919.8,2.77,0.0028,15.18,185.0,12.05,15.092,116.9,0
79.48,0.577,22.51,0.11,3.486,31.25,6108.5,3.19,0.0344,15.69,184.4,12.16,15.111,124.2,0
76.98,0.809,22.53,0.58,3.516,29.37,5861.1,2.25,0.0116,14.69,176.9,12.5,15.114,116.3,0
79.92,0.852,22.28,0.15,3.495,29.83,6017.7,1.29,0.0211,15.14,183.4,11.8,14.935,118.2,0
78.39,0.407,21.86,0.47,3.509,29.9,5700.2,1.68,0.0072,15.17,186.3,11.44,15.057,122.6,0
81.66,3.232,23.02,0.06,3.742,29.32,5933.4,1.79,0.0046,15.1,186.7,12.39,14.322,117.7,1
77.54,0.94,21.43,0.43,3.472,28.59,6081.8,2.48,0.0129,14.7,187.8,11.56,14.652,118.1,0
79.67,1.951,21.87,0.18,3.496,28.73,5784.1,1.88,0.0533,14.98,150.5,11.94,15.205,117.5,1
83.6,0.84,22.68,0.23,3.288,29.88,6058.1,6.14,0.0157,14.65,155.7,11.67,15.041,120.6,1
76.97,0.283,22.61,0.49,3.513,29.36,6170.4,2.08,0.0096,14.64,182.8,11.7,15.051,119.8,0
79.88,0.462,22.48,0.49,3.543,31.43,5960.9,2.09,0.0149,15.34,183.7,11.58,15.047,122.1,0
78.3,1.264,22.42,0.63,3.436,30.3,6066.6,3.38,0.0045,14.84,140.0,14.27,15.429,120.0,1
77.08,0.903,22.55,0.36,3.481,30.31,6008.1,1.26,0.0258,15.23,182.5,11.81,14.956,125.6,0
79.25,0.768,21.74,0.75,3.522,28.32,5959.2,2.98,0.0128,15.01,172.7,12.48,15.22,120.9,0
75.53,0.795,22.76,0.7,3.581,31.52,6015.9,1.39,0.0341,14.4,181.9,12.99,15.238,123.6,0
78.79,0.842,22.1,0.16,3.517,28.92,6052.3,2.72,0.0082,15.06,193.5,12.16,14.899,123.3,0
77.57,0.952,21.55,0.59,3.441,30.27,6034.9,2.64,0.0263,16.17,188.1,11.68,14.886,118.0,0
80.86,0.762,22.61,0.0,3.458,29.72,5889.1,1.05,0.0221,15.66,183.3,12.47,15.113,116.4,0
78.99,1.064,21.97,0.06,3.522,30.36,5843.7,1.43,0.0155,15.22,180.8,11.34,14.944,122.1,0
83.39,1.097,22.34,3.48,3.488,28.67,6142.2,0.82,0.0155,15.12,181.3,15.43,14.397,126.7,1
78.11,0.866,21.67,0.61,3.521,29.9,6006.6,2.09,0.0164,15.11,181.3,11.87,14.883,119.1,0
77.8,0.742,21.99,0.57,3.489,28.79,5950.4,1.72,0.0032,14.82,179.8,11.97,14.956,123.1,0
75.36,0.644,22.06,0.3,3.491,30.32,5944.9,3.22,0.0091,15.31,181.6,12.03,15.104,116.8,0
76.23,0.739,22.02,0.62,3.489,30.81,6067.3,2.84,0.0114,14.97,171.2,11.86,14.919,116.9,0
74.33,0.991,21.48,4.37,3.646,29.27,5824.4,1.8,0.0427,14.98,181.5,11.61,15.021,119.6,1
76.0,1.443,22.35,1.05,3.582,27.17,6048.2,2.28,0.0017,14.25,186.1,12.83,14.918,118.0,0
76.51,0.956,22.13,0.42,3.492,31.16,5983.0,2.4,0.0183,14.57,175.9,12.66,15.089,117.5,0
78.51,2.143,21.64,0.35,3.515,27.69,6002.6,6.02,0.0337,15.23,182.6,14.11,14.338,117.3,1
74.59,0.766,22.48,1.13,3.444,30.93,6092.3,2.01,0.0306,14.86,186.0,11.62,14.93,119.6,0
78.19,1.146,21.21,0.7,3.509,30.24,6162.2,1.81,0.0168,15.35,186.2,11.51,14.87,121.7,0
80.41,1.134,22.48,0.11,3.443,29.92,6132.7,2.28,0.0006,15.29,174.5,11.87,15.01,118.5,0
79.01,1.192,22.47,1.02,3.492,29.12,5910.0,1.97,0.0125,14.63,179.8,12.56,14.983,116.8,0
78.58,0.87,22.56,0.03,3.467,31.08,6043.0,3.3,0.012,15.08,183.8,11.81,14.954,118.7,0
83.73,0.988,21.91,3.01,3.5,30.33,6049.4,7.48,0.0318,15.15,156.8,11.55,15.162,120.6,1
77.8,0.863,22.32,0.25,3.463,29.79,5735.6,2.55,0.0196,15.05,182.4,11.77,14.974,115.0,0
78.92,0.895,22.07,0.08,3.502,28.93,5906.3,2.36,0.0066,14.86,189.6,11.74,14.95,120.6,0
77.88,1.205,22.22,0.69,3.455,29.57,5979.8,2.65,0.0099,14.51,169.5,11.16,14.867,118.0,0
77.08,0.937,21.57,0.0,3.513,29.46,5965.6,1.64,0.0184,15.9,181.6,12.06,15.033,120.9,0
78.46,0.92,21.95,0.36,3.499,28.99,5980.0,1.61,0.0098,15.39,181.0,11.31,15.075,119.6,0
75.16,1.043,22.41,0.9,3.514,28.46,6096.3,3.04,0.0278,14.52,179.2,12.66,15.025,121.3,0
72.62,0.447,22.49,0.75,3.48,29.59,5993.5,6.94,0.0255,15.24,150.2,11.81,15.197,120.3,1
76.26,1.456,22.31,0.38,3.489,29.08,5772.9,2.83,0.0066,14.64,179.6,12.65,14.881,120.4,1
79.9,0.698,21.79,1.05,3.572,28.67,5952.3,2.7,0.015,15.44,184.4,12.46,15.193,120.8,0
78.38,1.712,21.78,0.8,3.482,29.91,6094.2,2.38,0.0065,14.89,186.0,12.67,14.916,121.1,0
77.79,0.993,21.51,0.73,3.533,29.6,5899.8,2.68,0.0056,14.75,180.3,12.09,15.214,118.1,0
79.15,1.019,22.0,0.1,3.487,30.06,6009.7,2.32,0.0043,15.18,174.9,11.2,14.9,119.2,0
77.44,0.807,21.84,4.16,3.478,29.78,6026.6,2.28,0.0189,15.63,154.4,11.81,14.515,121.0,1
78.44,0.182,22.24,0.01,3.55,29.75,5939.6,2.95,0.0082,14.43,192.5,12.32,14.957,120.4,0
79.69,0.619,22.11,0.53,3.575,30.94,5995.1,1.46,0.0391,14.99,173.8,10.85,14.787,119.7,0
77.79,1.188,22.3,0.74,3.557,30.49,5938.4,3.61,0.0234,14.95,180.4,11.16,14.757,115.9,0
81.3,0.542,22.51,0.88,3.543,27.57,6037.3,1.59,0.0169,14.68,186.7,11.53,14.873,119.3,0
72.42,1.105,22.33,0.27,3.616,29.31,6155.5,1.14,0.0495,14.54,180.9,13.89,14.95,118.4,1
79.12,0.851,22.31,0.18,3.483,29.44,6019.2,3.18,0.0217,15.11,183.2,12.79,15.112,118.2,0
76.57,0.806,21.77,0.29,3.466,30.17,6148.7,2.03,0.0165,14.07,189.5,11.66,14.883,121.9,0
75.4,1.021,22.5,0.38,3.536,29.58,6014.0,2.83,0.0035,15.71,182.0,11.37,14.988,119.6,0
76.97,0.261,21.87,0.47,3.486,29.79,5699.1,2.16,0.0292,15.22,184.6,11.64,15.084,123.5,0
77.94,1.045,22.31,0.2,3.445,27.82,6036.3,1.99,0.005,15.14,180.9,11.62,14.94,118.4,0
78.34,0.743,22.15,0.46,3.477,30.49,6081.5,2.53,0.0014,15.26,186.6,12.49,14.972,123.3,0
78.18,0.43,21.97,0.49,3.537,31.0,6122.9,3.47,0.0095,14.59,186.3,11.8,15.037,116.8,1
77.24,1.068,21.6,0.2,3.502,30.44,5964.3,2.55,0.0133,15.15,174.5,11.6,15.039,121.2,0
76.45,1.924,21.33,0.11,3.497,29.87,5780.8,6.7,0.0054,14.98,175.1,11.23,14.773,121.1,1
79.85,0.97,21.98,0.03,3.478,31.24,6117.2,1.02,0.0194,15.22,180.3,11.81,15.04,117.1,0
76.17,1.021,21.69,0.58,3.475,28.87,6108.1,2.59,0.0221,15.38,187.7,10.57,15.187,114.2,0
77.21,1.576,22.18,0.99,3.496,29.49,5905.4,2.23,0.0096,14.63,186.6,11.77,15.045,122.2,0
77.3,1.103,21.66,0.04,3.436,28.64,6095.6,2.25,0.0152,15.12,189.4,11.75,15.015,122.2,0
77.62,0.888,22.64,0.64,3.473,27.76,5831.8,1.1,0.0232,15.91,170.8,11.99,15.151,115.9,0
79.28,0.302,21.97,0.74,3.412,30.92,6096.0,2.49,0.005,14.86,182.7,12.22,15.199,115.5,0
73.47,2.136,21.31,0.02,3.682,30.29,6164.7,2.11,0.0165,14.19,149.9,11.95,15.122,120.8,0
75.98,0.874,21.68,0.43,3.541,29.58,5831.5,1.63,0.017,14.7,179.6,12.07,14.953,117.6,0
79.66,0.951,21.88,3.12,3.544,31.44,5968.9,1.64,0.0225,14.9,159.5,14.65,14.978,122.3,1
76.45,0.719,22.35,0.28,3.515,29.61,5844.6,2.4,0.0131,14.78,180.1,11.16,15.015,120.2,0
77.61,0.735,22.76,0.75,3.482,30.41,5749.0,2.7,0.0178,14.85,179.0,11.1,15.009,118.5,0
79.6,0.591,21.92,0.61,3.508,29.56,5998.5,2.54,0.0072,14.87,183.9,12.2,15.07,117.6,1
75.83,1.264,22.04,0.86,3.548,28.6,5988.0,2.61,0.0141,15.14,173.1,12.01,15.067,120.2,0
77.52,0.873,21.37,0.24,3.507,29.32,6156.2,2.4,0.004,14.77,187.0,12.4,15.025,119.8,0
79.06,0.871,22.35,0.69,3.526,29.68,5873.1,2.25,0.0008,14.88,183.3,11.29,14.9,119.0,0
75.77,0.806,22.0,0.72,3.487,29.53,6184.8,2.3,0.0057,14.87,183.9,11.52,14.885,123.9,0
78.53,1.107,22.42,0.12,3.521,30.44,5727.5,2.77,0.0021,14.17,179.7,12.18,15.046,122.4,0
80.12,0.565,21.62,0.81,3.48,29.66,6058.5,1.94,0.0326,14.96,196.0,11.13,15.019,119.2,0
78.22,0.739,22.15,0.92,3.558,30.86,6075.2,2.96,0.0331,15.35,172.5,11.85,14.997,118.8,0
77.06,0.732,22.18,0.16,3.506,30.04,5939.9,1.53,0.0012,15.29,178.4,12.58,15.187,118.9,0
79.2,0.944,22.69,0.81,3.505,28.87,5759.2,2.21,0.0079,15.19,186.5,12.3,15.084,120.9,0
77.91,0.412,22.47,0.56,3.49,29.77,6156.9,2.1,0.0103,14.32,179.6,12.03,15.042,119.2,0
77.33,0.856,22.49,0.53,3.506,28.75,6006.5,2.31,0.0345,14.81,179.6,11.37,14.833,114.6,0
74.59,0.673,21.8,0.51,3.511,32.03,6177.9,2.85,0.0029,15.14,176.8,11.3,14.894,114.0,0
78.32,0.631,21.87,0.3,3.41,28.99,6032.4,2.42,0.0269,14.37,179.9,12.01,15.066,119.4,0
78.35,0.644,21.94,0.23,3.527,30.63,6136.5,1.83,0.0116,14.2,181.5,11.14,15.131,119.9,0
78.04,0.974,22.44,0.21,3.534,31.3,5960.9,2.31,0.0294,15.1,187.6,12.45,15.051,116.3,0
76.34,0.741,21.45,0.73,3.545,29.36,5885.8,1.95,0.0068,14.61,181.0,10.92,14.909,121.0,0
78.94,0.897,21.89,0.57,3.55,29.29,5986.0,1.65,0.0053,14.84,181.4,11.62,15.202,119.7,0
76.44,2.288,22.09,0.32,3.447,31.36,5781.9,6.56,0.0232,14.48,183.7,14.33,14.255,123.8,1
78.82,1.122,21.76,0.57,3.567,29.63,6267.3,1.17,0.0022,15.23,172.9,12.92,15.093,119.6,0
77.52,1.14,22.47,0.66,3.514,31.31,6320.6,1.92,0.001,14.57,187.4,12.5,15.099,116.6,0
74.79,0.614,21.12,0.33,3.439,29.22,6132.7,2.3,0.0029,15.04,189.9,11.54,14.822,119.8,0
76.59,0.799,21.77,0.37,3.49,27.97,5970.9,0.97,0.002,15.44,190.8,11.94,14.982,114.1,0
77.27,0.882,21.88,0.67,3.488,29.3,5944.7,2.81,0.0178,15.42,182.8,12.64,14.929,119.9,0
80.5,0.83,22.1,0.3,3.49,29.0,5732.1,1.71,0.0047,14.5,182.7,10.78,15.078,121.3,0
75.65,2.715,22.36,0.18,3.636,30.48,5986.4,4.8,0.015,15.78,178.7,11.69,15.02,121.6,1
80.71,0.411,21.85,0.39,3.54,29.8,5947.2,1.45,0.0328,15.38,186.6,12.12,14.951,113.7,0
79.29,0.478,22.5,0.82,3.525,28.88,5963.3,1.73,0.0161,14.22,177.3,14.9,14.514,120.1,1
75.7,0.819,22.65,0.74,3.474,28.54,5995.6,3.25,0.0299,14.2,180.3,12.42,15.108,120.7,0
76.2,1.109,22.22,0.66,3.496,29.86,6218.0,3.04,0.0177,14.88,189.1,12.19,15.015,118.7,0
76.77,0.39,21.92,0.93,3.574,30.04,5875.9,1.41,0.0213,15.14,179.7,11.71,14.986,117.2,0
77.95,1.111,22.46,0.85,3.469,28.3,6394.6,2.34,0.0058,14.98,183.1,12.3,15.147,122.0,0
78.0,0.797,21.85,0.37,3.481,28.49,5962.9,2.27,0.0042,14.61,190.1,12.88,14.914,119.8,0
73.56,0.695,22.31,0.84,3.449,30.77,5953.7,10.26,0.0111,14.52,186.2,13.55,15.173,118.2,1
79.37,1.04,22.39,0.61,3.523,31.19,5951.2,1.66,0.0262,14.54,183.6,11.48,15.017,122.3,1
76.22,0.563,21.94,0.18,3.537,29.21,6020.4,3.45,0.0082,14.69,182.7,11.24,15.075,123.6,1
77.58,0.822,22.14,4.44,3.517,28.66,5885.0,2.33,0.0342,14.73,141.9,14.45,15.011,119.4,0
76.35,1.069,22.48,0.59,3.464,28.89,5925.6,1.06,0.0008,15.24,184.5,11.73,15.172,122.6,0
76.85,0.444,22.34,0.16,3.473,29.15,6029.0,1.84,0.0018,14.45,181.1,11.77,15.054,123.8,0
76.92,0.869,22.11,0.33,3.538,30.6,6043.6,3.06,0.0082,14.68,180.7,11.51,15.096,122.8,0
76.68,0.961,22.01,0.17,3.486,30.11,6030.0,2.54,0.0178,14.52,181.7,12.11,15.135,122.4,0
76.16,0.891,22.1,0.17,3.477,29.74,5964.1,2.3,0.0146,14.51,184.4,11.92,14.989,119.4,0
79.23,1.175,21.07,0.56,3.489,29.21,5985.3,1.64,0.0056,13.84,179.6,10.72,14.969,118.8,0
77.38,1.486,21.68,0.25,3.507,31.23,5964.6,2.28,0.0026,14.25,184.1,11.9,15.11,115.4,0
78.19,0.049,22.33,0.47,3.492,29.67,5834.1,1.89,0.0275,15.09,184.2,11.56,15.101,123.5,0
79.5,0.997,22.03,0.68,3.439,30.25,5970.1,2.66,0.0383,14.93,183.1,12.36,14.855,121.4,0
80.33,0.592,21.91,0.73,3.523,28.81,6072.0,3.48,0.0265,15.03,186.2,11.3,14.978,123.5,0
78.67,0.702,21.96,0.43,3.501,27.82,5670.9,2.61,0.0149,15.12,180.7,11.08,15.077,120.4,0
77.79,0.911,22.01,0.37,3.425,29.61,6231.5,2.98,0.0073,14.76,180.8,12.47,15.017,117.9,0
76.55,1.223,21.86,0.52,3.461,32.49,6138.2,1.45,0.0211,15.2,173.1,11.29,14.801,123.5,1
78.02,0.952,22.89,0.59,3.558,30.09,5827.0,1.43,0.0292,14.72,174.7,11.67,15.037,116.0,0
76.71,0.501,21.57,0.36,3.429,30.45,6060.3,2.17,0.0131,15.31,170.8,11.9,15.005,119.7,0
77.02,0.751,22.27,0.06,3.498,30.73,5827.8,1.7,0.0348,15.31,172.7,12.13,15.097,120.1,0
77.11,0.887,22.14,0.38,3.497,29.51,6072.9,2.5,0.0154,15.06,176.5,13.22,15.024,120.8,0
76.34,0.945,22.61,0.66,3.507,30.21,6035.2,2.24,0.0114,14.58,188.9,11.8,14.95,119.4,0
76.69,2.633,22.13,0.11,3.675,30.17,5826.4,1.53,0.0309,14.93,139.6,11.83,14.997,118.3,1
76.76,1.115,22.16,0.25,3.455,30.69,5758.3,2.35,0.0146,15.32,181.3,12.05,14.97,121.8,0
77.69,1.34,20.9,0.59,3.453,30.26,6153.0,2.97,0.0198,15.09,189.6,12.27,15.116,120.1,0
78.14,1.103,21.57,0.88,3.486,28.98,5974.0,1.9,0.0078,15.16,181.4,11.33,14.959,120.0,1
81.81,1.042,21.68,0.73,3.505,30.51,5914.9,3.31,0.0158,15.29,178.2,12.04,15.096,122.3,0
78.03,0.636,21.54,0.21,3.537,29.76,5959.7,2.79,0.0496,14.98,178.4,11.7,15.123,121.6,0
78.66,0.747,22.29,0.31,3.53,28.16,6076.5,2.02,0.0355,15.18,178.5,12.0,14.865,118.2,1
79.79,1.016,21.55,0.52,3.552,28.84,6154.1,1.86,0.0159,15.21,179.9,12.53,14.989,122.9,0
80.08,0.806,22.02,3.15,3.504,30.57,6043.4,2.59,0.023,15.22,152.0,12.29,15.713,120.4,1
77.62,0.807,21.81,0.8,3.498,31.01,6062.0,1.75,0.0083,15.16,190.0,10.97,14.808,119.6,0
75.31,0.789,22.26,0.36,3.524,29.34,6123.6,2.63,0.0226,15.13,185.9,12.45,14.898,118.4,0
77.16,3.033,22.13,0.6,3.545,30.42,5931.5,5.58,0.0098,15.43,184.6,13.51,14.958,123.4,1
77.37,0.358,20.94,0.52,3.487,29.29,5953.4,1.54,0.0142,14.72,182.7,10.94,15.006,120.4,0
79.77,1.484,21.23,0.05,3.476,27.41,5977.7,3.13,0.0014,15.14,181.5,11.25,15.103,118.0,0
76.91,0.608,22.22,0.69,3.534,30.73,5971.8,2.26,0.0183,15.1,185.0,12.02,14.98,124.4,0
77.46,0.569,21.63,0.23,3.458,29.66,6116.0,1.98,0.0296,15.03,178.4,11.83,14.881,123.0,0
79.72,0.545,21.93,0.83,3.526,29.08,5913.2,2.01,0.027,15.13,183.0,10.96,15.07,117.7,0
83.25,1.609,21.77,3.9,3.537,31.01,6055.5,1.69,0.0034,15.25,141.3,12.07,14.939,115.8,1
78.4,0.497,22.46,0.03,3.496,30.7,6015.5,0.91,0.027,15.37,177.2,12.38,15.131,121.6,1
79.03,0.374,22.42,0.47,3.478,30.62,5811.4,1.67,0.0215,14.63,174.7,11.85,14.763,118.2,0
75.58,1.172,22.26,0.37,3.458,29.84,6007.4,2.27,0.0167,15.48,178.2,11.76,14.941,122.2,0
79.35,0.869,22.25,0.63,3.496,28.13,6164.1,2.75,0.0247,15.42,187.7,12.26,15.135,123.2,0
74.76,0.807,22.14,0.41,3.486,29.89,6100.4,3.37,0.0188,14.8,182.2,12.27,14.916,118.8,0
73.7,0.719,21.95,0.14,3.52,27.66,5922.3,1.39,0.0007,15.15,181.6,14.47,14.521,122.4,1
74.67,1.041,22.6,0.47,3.35,29.37,6145.3,1.76,0.0029,14.98,183.2,15.46,14.811,117.8,1
76.28,1.059,22.43,0.68,3.475,29.28,6034.1,3.11,0.0066,14.71,178.3,11.22,15.028,123.1,0
80.44,1.323,21.89,0.27,3.483,27.71,5907.7,2.46,0.003,15.1,179.9,11.46,14.648,119.6,0
79.62,0.748,21.52,0.65,3.488,29.36,6087.4,1.34,0.0101,14.41,178.3,10.45,14.888,118.4,0
84.14,0.7,21.49,0.37,3.521,30.54,6120.3,7.19,0.0153,15.23,187.5,13.75,15.144,118.2,1
80.92,1.21,22.28,0.61,3.492,30.9,5888.1,2.64,0.0466,15.29,179.5,12.03,15.124,120.6,0
78.64,1.416,22.47,0.03,3.5,30.14,6092.0,2.87,0.0067,14.65,174.6,12.16,15.108,121.4,0
75.31,1.963,21.0,0.79,3.502,27.97,5977.2,2.23,0.0115,14.62,185.8,16.19,14.424,120.7,1
79.76,0.886,22.0,0.49,3.494,29.73,6052.7,2.02,0.0113,14.95,185.6,12.27,14.89,122.3,0
77.52,1.386,21.0,0.85,3.458,28.91,5942.3,2.24,0.0208,15.04,177.6,11.77,14.99,113.2,0
79.26,1.036,22.43,0.77,3.429,28.62,6133.7,3.1,0.0043,15.19,181.7,11.27,14.798,123.0,0
78.57,1.163,22.23,0.73,3.532,30.75,5944.3,2.74,0.0061,14.94,181.8,11.95,15.052,121.3,0
79.92,0.302,21.94,0.31,3.48,29.74,5955.6,2.16,0.0373,15.18,178.2,12.81,14.999,122.6,0
77.72,1.073,21.02,0.01,3.482,30.31,6162.3,2.03,0.0296,14.41,175.9,11.97,14.973,118.9,0
80.51,1.159,22.11,1.04,3.496,30.57,5970.4,2.75,0.0294,15.39,178.4,10.45,15.097,123.1,0
80.17,0.659,21.92,0.72,3.467,29.81,6025.9,2.39,0.0107,15.02,173.2,11.7,15.092,118.0,0
77.75,0.693,21.33,0.64,3.478,30.45,6087.1,2.55,0.0342,15.09,190.9,11.52,14.804,116.6,0
75.45,0.33,22.03,0.92,3.561,30.21,6259.2,2.7,0.0212,15.04,181.3,10.32,14.995,121.9,0
77.41,1.231,22.75,0.35,3.428,32.2,5909.3,2.09,0.015,15.47,184.3,11.73,14.822,116.9,0
78.28,0.874,21.58,0.38,3.51,29.61,6135.6,2.44,0.0104,14.93,184.1,11.03,14.894,117.2,0
80.33,0.985,22.15,0.09,3.525,30.67,6063.5,1.95,0.0346,14.96,184.4,11.36,14.845,118.2,0
79.78,0.881,22.1,0.43,3.53,29.27,6037.1,2.46,0.0147,14.69,177.1,11.69,14.986,121.6,0
77.79,0.871,21.96,0.11,3.561,30.68,5967.5,2.49,0.0128,14.04,185.8,12.45,15.227,119.5,0
76.89,0.562,21.85,0.37,3.495,29.46,5886.4,1.37,0.0234,15.39,181.2,11.55,15.236,125.2,0
78.47,0.968,22.15,0.83,3.497,27.66,6002.2,2.17,0.0079,15.3,192.6,12.51,14.915,119.2,0
81.13,2.243,22.31,0.51,3.46,29.48,5823.7,6.59,0.0402,15.14,173.6,12.53,15.622,120.6,1
77.13,1.31,21.52,0.79,3.48,30.34,6206.4,2.94,0.0368,14.6,187.7,11.07,15.001,121.3,0
76.81,0.845,21.5,0.47,3.525,29.99,5963.2,2.35,0.0136,14.12,186.2,12.17,15.078,120.3,0
76.25,0.958,21.85,0.36,3.539,29.53,6015.6,1.83,0.0066,15.13,183.2,11.13,15.087,121.8,0
77.58,1.255,21.41,0.51,3.488,28.18,5741.5,2.01,0.0013,15.3,178.4,11.66,15.07,117.8,0
74.92,0.786,22.15,0.08,3.436,27.49,6189.5,2.52,0.0071,15.34,184.1,12.13,14.989,121.5,0
74.55,1.794,22.68,0.38,3.431,31.37,5794.6,1.46,0.0021,15.18,175.2,14.49,15.538,120.4,1
72.96,3.349,21.86,2.62,3.516,29.62,6289.0,2.07,0.0051,15.78,182.3,11.78,15.572,121.8,1
76.94,1.122,22.33,0.14,3.531,30.43,6014.3,2.53,0.0374,14.43,184.0,12.49,14.941,121.3,0
76.29,1.557,21.62,0.16,3.529,30.14,5877.3,3.13,0.007,14.94,186.4,11.18,14.858,119.9,0
77.19,0.675,21.62,0.21,3.557,29.52,6078.9,1.6,0.0409,14.99,183.2,11.76,14.992,117.8,0
78.14,1.325,22.71,0.75,3.443,28.93,6083.9,2.72,0.013,15.44,176.3,11.47,15.123,117.8,1
78.3,0.624,21.86,0.19,3.505,30.83,5823.9,1.61,0.0099,15.57,178.3,12.06,15.046,122.6,0
77.98,0.919,22.35,0.3,3.603,28.75,5914.8,2.92,0.0162,15.08,182.8,11.94,15.001,119.8,0
75.37,2.459,22.57,0.5,3.655,29.94,5943.4,2.15,0.0006,14.77,185.6,14.5,14.392,116.3,1
80.29,0.793,22.47,0.06,3.502,29.14,5957.1,1.91,0.0145,14.82,179.9,13.04,14.901,119.8,0
78.26,0.604,21.9,0.0,3.571,29.91,5909.8,2.87,0.0006,14.4,175.5,11.46,14.955,123.8,1
77.26,1.358,21.83,0.08,3.615,28.87,5888.3,6.63,0.0165,14.97,158.2,11.75,14.981,119.4,1
81.47,1.165,22.36,0.33,3.515,30.85,5871.3,2.56,0.0025,14.72,178.4,12.34,15.029,121.1,0
76.99,1.578,21.96,0.12,3.479,30.35,6061.9,1.41,0.0016,15.5,187.4,11.84,14.914,115.2,0
78.39,1.925,21.72,0.13,3.485,29.22,6035.2,7.64,0.0007,14.68,183.4,15.9,14.928,118.9,1
75.93,1.416,21.96,4.03,3.596,29.52,5879.4,2.44,0.0085,14.42,171.7,15.2,14.941,119.4,1
76.14,0.545,22.21,0.8,3.53,29.94,5986.4,2.91,0.0122,14.53,192.3,12.05,14.921,119.2,0
77.28,1.04,22.2,0.32,3.538,31.35,6037.3,1.99,0.0301,14.81,187.6,11.86,14.902,116.2,0
74.96,0.355,22.07,0.75,3.542,30.65,5931.5,1.95,0.0262,15.44,184.5,11.6,14.955,123.2,0
77.86,0.753,21.74,0.36,3.493,31.15,5975.2,1.63,0.0004,14.9,183.5,12.56,14.878,120.6,0
79.98,1.416,21.92,0.72,3.491,29.84,5937.9,2.01,0.0304,14.81,188.1,12.53,15.054,119.6,0
73.95,0.412,22.62,0.85,3.479,29.73,6065.6,1.99,0.0409,14.82,184.1,11.73,14.937,120.8,0
78.8,0.982,21.92,0.52,3.458,30.59,6105.4,2.68,0.0193,15.03,190.2,11.62,14.892,116.2,0
78.55,0.671,21.74,0.88,3.502,30.53,6029.0,1.55,0.0025,15.06,183.5,11.22,14.923,122.5,0
76.89,0.789,22.16,0.23,3.527,31.34,5934.7,2.4,0.0024,15.39,176.2,12.05,14.932,122.7,0
77.53,0.788,22.69,0.61,3.472,30.39,5877.8,2.34,0.0186,14.77,185.4,12.34,15.07,122.2,0
75.84,1.346,22.3,0.06,3.528,31.92,6231.1,1.09,0.0039,15.34,191.9,11.74,15.204,119.9,0
77.63,0.485,22.23,0.29,3.508,31.31,6098.6,1.96,0.0192,15.8,179.5,12.76,15.144,120.3,0
78.45,0.24,22.72,0.7,3.463,27.29,6106.5,2.84,0.0036,15.17,179.0,11.03,14.846,121.3,0
76.97,1.073,21.57,0.46,3.452,30.57,6127.3,1.48,0.0227,14.36,173.0,11.88,14.979,120.9,0
